"path","status","source_type","notes"
"完整副本/公众号文章/D108_形象不是虚伪.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D109_代际错位即杠杆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D11_共同想象与权力.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D110_多巴胺基线崩塌与修复.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D12_三重大脑的真相.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D13_依恋模式.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D14_第一性原理深钻.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D15_注意力第一资产.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D16_22岁试错期权.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D17_信息转化率.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D18_知道验证的鸿沟.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D19_环境暴政.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D20_连续天数.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D21_形象杠杆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D22_拖延的三种类型.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D23_情绪是数据.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D24_反脆弱未来.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D25_自律即自爱.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D26_焦虑公式.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D27_元认知训练.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D28_注意力管理.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D29_依恋可改变.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D30_历史的教训.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D31_信息茧房.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D32_延迟满足.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D33_社交媒体税.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D34_知识转化率.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D35_环境设计.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D36_个人IP本质.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D37_创作系统进化.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D38_深度工作.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D39_决策质量.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D40_终身学习.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D41_概念解剖.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D42_写作与思考.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D43_数字极简.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D44_复利暗面.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D45_关系权力.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D46_创作者经济学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D47_睡眠与认知.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D48_失败的科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D49_知识管理vs应用.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D50_个人系统升级.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D51_阅人术.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D52_谈判框架.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D53_独处价值.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D54_阅读方法论.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D55_身体与思维.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D56_运气与努力.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D57_影响力原理.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D58_提问的艺术.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D59_自我叙事.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D60_从0到1.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D61_选择悖论.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D62_完美主义.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D63_习惯神经科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D64_导师与自学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D65_金钱心理学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D66_熵与秩序.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D67_FOMO与JOMO.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D68_边界设定.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D69_创造力的日常.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D70_脆弱的力量.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D71_时间的感知.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D72_社交资本.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D73_身份与标签.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D74_反馈的勇气.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D75_输出驱动学习.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D76_认知卸载.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：normalize-tweet-archive"
"完整副本/公众号文章/D77_动机的科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D78_感恩的科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D79_故事的力量.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D80_反依赖与亲密恐惧.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D81_形象管理ROI科学.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D82_代际错位.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D83_负循环破解.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D84_P0单一主线.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D85_14天实验SOP.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D86_最小可行性系统.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D87_芒格格栅.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D88_系统大于目标.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D89_反共识不是叛逆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D90_反脆弱进阶.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D91_一人企业AI杠杆.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D92_杠铃策略.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D93_交易的正确目标.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D94_游戏不是敌人.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D95_三位一体创作.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D96_平台策略.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D97_先避毁灭再求收益.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D98_认知负债陷阱.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/D99_六格复盘.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
"完整副本/公众号文章/_REPAIR_REPORT.md","已抽取样本","公众号文章","样本抽取于 2026-06-11；模式：extract-article"
